title,platform,type,date_added,release_year,genres,minutes,seasons
The Loud House Movie,Netflix,Movie,2021-08-20,2021.0,"['Children & Family Movies', 'Comedies', 'Music & Musicals']",88,
A Faraway Land,Netflix,Movie,2021-08-19,2020.0,"['Dramas', 'International Movies', 'Romantic Movies']",102,
Like Crazy,Netflix,Movie,2021-08-19,2011.0,"['Dramas', 'Independent Movies', 'Romantic Movies']",91,
Black Island,Netflix,Movie,2021-08-18,2021.0,"['International Movies', 'Thrillers']",105,
Bombay,Netflix,Movie,2021-08-18,1995.0,"['Dramas', 'International Movies', 'Romantic Movies']",135,
Go! Go! Cory Carson,Netflix,TV Show,2021-08-18,2021.0,"[""Kids' TV""]",,5
Memories of a Murderer: The Nilsen Tapes,Netflix,Movie,2021-08-18,2021.0,"['Documentaries', 'International Movies']",86,
Nneka The Pretty Serpent,Netflix,Movie,2021-08-18,2020.0,"['Dramas', 'International Movies']",140,
O Kadhal Kanmani,Netflix,Movie,2021-08-18,2015.0,"['Dramas', 'International Movies', 'Romantic Movies']",133,
Out of my league,Netflix,Movie,2021-08-18,2020.0,"['Comedies', 'Dramas', 'International Movies']",92,
Pahuna,Netflix,Movie,2021-08-18,2018.0,"['Comedies', 'Dramas', 'International Movies']",82,
The Defeated,Netflix,TV Show,2021-08-18,2020.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
The Secret Diary of an Exchange Student,Netflix,Movie,2021-08-18,2021.0,"['Comedies', 'International Movies', 'Romantic Movies']",97,
Untold: Deal With the Devil,Netflix,Movie,2021-08-18,2021.0,"['Documentaries', 'LGBTQ Movies', 'Sports Movies']",78,
Mother Goose Club,Netflix,TV Show,2021-08-16,2016.0,"[""Kids' TV""]",,2
Walk of Shame,Netflix,Movie,2021-08-16,2014.0,"['Comedies', 'Independent Movies']",94,
Rascal Does Not Dream of Bunny Girl Senpai,Netflix,TV Show,2021-08-15,2018.0,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']",,
The Creative Indians,Netflix,TV Show,2021-08-15,2020.0,"['Docuseries', 'International TV Shows']",,
The Piano,Netflix,Movie,2021-08-15,1993.0,"['Classic Movies', 'Dramas', 'Independent Movies']",121,
Unroyal,Netflix,Movie,2021-08-15,2020.0,"['Dramas', 'International Movies']",97,
Winx Club,both,TV Show,2021-08-15,2015.0,"[""Kids' TV""]",,2
Beckett,Netflix,Movie,2021-08-13,2021.0,['Action & Adventure'],110,
Brand New Cherry Flavor,Netflix,TV Show,2021-08-13,2021.0,"['TV Dramas', 'TV Horror', 'TV Mysteries']",,
Fast & Furious Spy Racers,Netflix,TV Show,2021-08-13,2021.0,"[""Kids' TV""]",,5
Gone for Good,Netflix,TV Show,2021-08-13,2021.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
Grace and Frankie,Netflix,TV Show,2021-08-13,2021.0,"['TV Comedies', 'TV Dramas']",,7
The Kingdom,Netflix,TV Show,2021-08-13,2021.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",,
Valeria,Netflix,TV Show,2021-08-13,2021.0,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']",,2
AlRawabi School for Girls,Netflix,TV Show,2021-08-12,2021.0,"['International TV Shows', 'TV Dramas', 'Teen TV Shows']",,
Lokillo: Nothing's the Same,Netflix,Movie,2021-08-12,2021.0,['Stand-Up Comedy'],64,
Monster Hunter: Legends of the Guild,Netflix,Movie,2021-08-12,2021.0,"['Action & Adventure', 'Anime Features', 'Children & Family Movies']",59,
Bake Squad,Netflix,TV Show,2021-08-11,2021.0,['Reality TV'],,
Brother Jekwu,Netflix,Movie,2021-08-11,2016.0,"['Comedies', 'International Movies']",101,
La diosa del asfalto,Netflix,Movie,2021-08-11,2020.0,"['Dramas', 'Independent Movies', 'International Movies']",127,
Misha and the Wolves,Netflix,Movie,2021-08-11,2021.0,"['Documentaries', 'International Movies']",90,
The Kissing Booth 3,Netflix,Movie,2021-08-11,2021.0,"['Comedies', 'Romantic Movies']",114,
The Railway Man,Netflix,Movie,2021-08-11,2013.0,"['Dramas', 'International Movies']",108,
Gabby's Dollhouse,Netflix,TV Show,2021-08-10,2021.0,"[""Kids' TV""]",,2
I Need Romance,Netflix,TV Show,2021-08-10,2021.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Las muñecas de la mafia,Netflix,TV Show,2021-08-10,2018.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",,
The Crowned Clown,Netflix,TV Show,2021-08-10,2019.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,
Untold: Malice at the Palace,Netflix,Movie,2021-08-10,2021.0,"['Documentaries', 'Sports Movies']",70,
SHAMAN KING,Netflix,TV Show,2021-08-09,2021.0,"['Anime Series', 'International TV Shows']",,
Quartet,Netflix,Movie,2021-08-08,2012.0,"['Comedies', 'Dramas', 'Independent Movies']",98,
Slay,Netflix,Movie,2021-08-08,2021.0,"['Comedies', 'International Movies', 'Romantic Movies']",86,
Takizawa Kabuki ZERO 2020 The Movie,Netflix,Movie,2021-08-07,2020.0,"['International Movies', 'Music & Musicals']",139,
The Paper Tigers,Netflix,Movie,2021-08-07,2021.0,"['Action & Adventure', 'Comedies']",111,
Hit & Run,Netflix,TV Show,2021-08-06,2021.0,"['TV Action & Adventure', 'TV Dramas', 'TV Mysteries']",,
Navarasa,Netflix,TV Show,2021-08-06,2021.0,['TV Shows'],,
Quam's Money,Netflix,Movie,2021-08-06,2020.0,"['Comedies', 'Dramas', 'International Movies']",115,
The Swarm,Netflix,Movie,2021-08-06,2021.0,"['Horror Movies', 'Independent Movies', 'International Movies']",102,
Vivo,Netflix,Movie,2021-08-06,2021.0,"['Children & Family Movies', 'Music & Musicals']",100,
Chennai Express,Netflix,Movie,2021-08-05,2013.0,"['Action & Adventure', 'Comedies', 'International Movies']",135,
City of God: 10 Years Later,Netflix,Movie,2021-08-05,2013.0,"['Documentaries', 'International Movies']",69,
Esperando la carroza,Netflix,Movie,2021-08-05,1985.0,"['Comedies', 'Cult Movies', 'International Movies']",95,
Lady Boss: The Jackie Collins Story,Netflix,Movie,2021-08-05,2021.0,['Documentaries'],97,
Tango Feroz,Netflix,Movie,2021-08-05,1993.0,"['Classic Movies', 'Dramas', 'International Movies']",124,
'76,Netflix,Movie,2021-08-04,2016.0,"['Dramas', 'International Movies']",118,
Aftermath,Netflix,Movie,2021-08-04,2021.0,['Horror Movies'],115,
American Masters: Inventing David Geffen,Netflix,Movie,2021-08-04,2012.0,['Movies'],115,
Car Masters: Rust to Riches,Netflix,TV Show,2021-08-04,2021.0,['Reality TV'],,3
Cocaine Cowboys: The Kings of Miami,Netflix,TV Show,2021-08-04,2021.0,"['Crime TV Shows', 'Docuseries']",,
Control Z,Netflix,TV Show,2021-08-04,2021.0,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",,2
Cooking With Paris,Netflix,TV Show,2021-08-04,2021.0,['Reality TV'],,
Autumn's Concerto,Netflix,TV Show,2021-08-03,2009.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,
Heavy,Netflix,Movie,2021-08-03,1995.0,"['Dramas', 'Independent Movies', 'Romantic Movies']",104,
Ije: The Journey,Netflix,Movie,2021-08-03,2010.0,"['Dramas', 'International Movies']",106,
Office Girls,Netflix,TV Show,2021-08-03,2011.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Pray Away,Netflix,Movie,2021-08-03,2021.0,"['Documentaries', 'LGBTQ Movies']",102,
Shiny_Flakes: The Teenage Drug Lord,Netflix,Movie,2021-08-03,2021.0,"['Documentaries', 'International Movies']",97,
The Prince Who Turns into a Frog,Netflix,TV Show,2021-08-03,2005.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Top Secret UFO Projects: Declassified,Netflix,TV Show,2021-08-03,2021.0,['Docuseries'],,
Two Fathers,Netflix,TV Show,2021-08-03,2013.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
You're My Destiny,Netflix,TV Show,2021-08-03,2008.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
30 Rock,Netflix,TV Show,2021-08-01,2012.0,['TV Comedies'],,7
44 Cats,Netflix,TV Show,2021-08-01,2020.0,"[""Kids' TV""]",,3
Beethoven,Netflix,Movie,2021-08-01,1992.0,"['Children & Family Movies', 'Comedies']",87,
Beethoven's 2nd,Netflix,Movie,2021-08-01,1993.0,"['Children & Family Movies', 'Comedies']",88,
Beowulf,both,Movie,2021-08-01,2007.0,"['Action & Adventure', 'Sci-Fi & Fantasy']",114,
Boyka: Undisputed,Netflix,Movie,2021-08-01,2016.0,['Action & Adventure'],90,
Catch Me If You Can,both,Movie,2021-08-01,2002.0,['Dramas'],142,
Cloudy with a Chance of Meatballs,Netflix,Movie,2021-08-01,2009.0,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']",90,
Darwin’s Game,Netflix,TV Show,2021-08-01,2020.0,"['Anime Series', 'International TV Shows', 'TV Thrillers']",,
Deep Blue Sea,Netflix,Movie,2021-08-01,1999.0,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']",105,
Ferris Bueller's Day Off,Netflix,Movie,2021-08-01,1986.0,"['Classic Movies', 'Comedies', 'Cult Movies']",103,
Five Feet Apart,Netflix,Movie,2021-08-01,2019.0,"['Dramas', 'Romantic Movies']",116,
Freedomland,Netflix,Movie,2021-08-01,2006.0,"['Dramas', 'Thrillers']",113,
Friday Night Lights,Netflix,TV Show,2021-08-01,2010.0,"['TV Dramas', 'Teen TV Shows']",,5
Good Luck Chuck,Netflix,Movie,2021-08-01,2007.0,"['Comedies', 'Romantic Movies']",99,
Hunter X Hunter (2011),Netflix,TV Show,2021-08-01,2014.0,"['Anime Series', 'International TV Shows']",,6
I missed you: Director's Cut,Netflix,Movie,2021-08-01,2021.0,"['Dramas', 'Independent Movies', 'International Movies']",96,
Inception,Netflix,Movie,2021-08-01,2010.0,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Thrillers']",148,
Magnolia,Netflix,Movie,2021-08-01,1999.0,"['Dramas', 'Independent Movies']",189,
Major Payne,Netflix,Movie,2021-08-01,1995.0,['Comedies'],97,
My Girl,Netflix,Movie,2021-08-01,1991.0,['Dramas'],102,
My Girl 2,Netflix,Movie,2021-08-01,1994.0,"['Children & Family Movies', 'Comedies', 'Dramas']",99,
Open Season: Scared Silly,Netflix,Movie,2021-08-01,2015.0,"['Children & Family Movies', 'Comedies']",85,
Pineapple Express,Netflix,Movie,2021-08-01,2008.0,"['Action & Adventure', 'Comedies']",112,
Planet 51,Netflix,Movie,2021-08-01,2009.0,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']",91,
Poms,Netflix,Movie,2021-08-01,2019.0,['Comedies'],91,
Seabiscuit,both,Movie,2021-08-01,2003.0,"['Dramas', 'Sports Movies']",141,
Space Cowboys,Netflix,Movie,2021-08-01,2000.0,"['Action & Adventure', 'Dramas', 'Sci-Fi & Fantasy']",130,
Team America: World Police,Netflix,Movie,2021-08-01,2004.0,"['Action & Adventure', 'Comedies', 'Cult Movies']",98,
The Edge of Seventeen,Netflix,Movie,2021-08-01,2016.0,"['Comedies', 'Dramas']",105,
The Haunting in Connecticut 2: Ghosts of Georgia,Netflix,Movie,2021-08-01,2013.0,['Horror Movies'],101,
The Last Boy Scout,Netflix,Movie,2021-08-01,1991.0,"['Action & Adventure', 'Comedies']",105,
The Lincoln Lawyer,Netflix,Movie,2021-08-01,2011.0,"['Dramas', 'Thrillers']",118,
The Losers,Netflix,Movie,2021-08-01,2010.0,['Action & Adventure'],97,
The Machinist,Netflix,Movie,2021-08-01,2004.0,"['Dramas', 'Independent Movies', 'Thrillers']",102,
The Net,Netflix,Movie,2021-08-01,1995.0,['Thrillers'],114,
The Original Kings of Comedy,both,Movie,2021-08-01,2000.0,['Stand-Up Comedy'],111,
Valentine's Day,Netflix,Movie,2021-08-01,2010.0,"['Comedies', 'Romantic Movies']",125,
Charmed,Netflix,TV Show,2021-07-31,2021.0,"['TV Dramas', 'TV Sci-Fi & Fantasy']",,3
The Lost Café,Netflix,Movie,2021-07-31,2018.0,"['Dramas', 'International Movies']",76,
The Vault,Netflix,Movie,2021-07-31,2021.0,"['Action & Adventure', 'International Movies', 'Thrillers']",118,
Centaurworld,Netflix,TV Show,2021-07-30,2021.0,"[""Kids' TV"", 'TV Comedies']",,
Eyes of a Thief,Netflix,Movie,2021-07-30,2014.0,"['Dramas', 'Independent Movies', 'International Movies']",103,
Glow Up,Netflix,TV Show,2021-07-30,2021.0,"['British TV Shows', 'International TV Shows', 'Reality TV']",,3
I'm Glad I Did,Netflix,Movie,2021-07-30,2020.0,"['Documentaries', 'International Movies']",114,
Khawatir,Netflix,TV Show,2021-07-30,2009.0,"['International TV Shows', 'Reality TV']",,
Myth & Mogul: John DeLorean,Netflix,TV Show,2021-07-30,2021.0,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",,
Outer Banks,Netflix,TV Show,2021-07-30,2021.0,"['TV Action & Adventure', 'TV Dramas', 'Teen TV Shows']",,2
Pomegranates and Myrrh,Netflix,Movie,2021-07-30,2009.0,"['Dramas', 'Independent Movies', 'International Movies']",95,
Rurouni Kenshin: The Beginning,Netflix,Movie,2021-07-30,2021.0,"['Action & Adventure', 'International Movies']",138,
The Last Mercenary,Netflix,Movie,2021-07-30,2021.0,"['Action & Adventure', 'Comedies', 'International Movies']",112,
Flower Girl,Netflix,Movie,2021-07-29,2013.0,"['Comedies', 'International Movies', 'Romantic Movies']",94,
Resort to Love,Netflix,Movie,2021-07-29,2021.0,"['Comedies', 'Romantic Movies']",102,
Transformers: War for Cybertron: Kingdom,Netflix,TV Show,2021-07-29,2021.0,['Anime Series'],,
Bartkowiak,Netflix,Movie,2021-07-28,2021.0,"['Action & Adventure', 'International Movies']",92,
Fantastic Fungi,Netflix,Movie,2021-07-28,2019.0,['Documentaries'],81,
Tattoo Redo,Netflix,TV Show,2021-07-28,2021.0,['Reality TV'],,
The Flash,Netflix,TV Show,2021-07-28,2021.0,"['Crime TV Shows', 'TV Action & Adventure', 'TV Sci-Fi & Fantasy']",,7
The Snitch Cartel: Origins,Netflix,TV Show,2021-07-28,2021.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",,
All American,Netflix,TV Show,2021-07-27,2021.0,"['TV Dramas', 'Teen TV Shows']",,3
Department,Netflix,Movie,2021-07-27,2012.0,"['Action & Adventure', 'International Movies']",143,
Hostage House,Netflix,Movie,2021-07-27,2021.0,['Thrillers'],86,
How to Sell Drugs Online (Fast),Netflix,TV Show,2021-07-27,2021.0,"['Crime TV Shows', 'International TV Shows', 'TV Comedies']",,3
Mighty Express,Netflix,TV Show,2021-07-27,2021.0,"[""Kids' TV""]",,4
Mimi,Netflix,Movie,2021-07-27,2021.0,"['Comedies', 'Dramas', 'International Movies']",132,
Plastic Cup Boyz: Laughing My Mask Off!,Netflix,TV Show,2021-07-27,2021.0,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",,
The Operative,Netflix,Movie,2021-07-27,2019.0,"['Dramas', 'International Movies', 'Thrillers']",117,
The Walking Dead,Netflix,TV Show,2021-07-26,2019.0,"['Classic & Cult TV', 'TV Action & Adventure', 'TV Dramas']",,10
Wynonna Earp,Netflix,TV Show,2021-07-26,2020.0,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']",,4
Django Unchained,Netflix,Movie,2021-07-24,2012.0,"['Action & Adventure', 'Dramas']",165,
A Second Chance:  Rivals!,Netflix,Movie,2021-07-23,2021.0,"['Children & Family Movies', 'Sports Movies']",91,
African America,Netflix,Movie,2021-07-23,2021.0,"['Dramas', 'Independent Movies', 'International Movies']",97,
Bankrolled,Netflix,Movie,2021-07-23,2021.0,"['Comedies', 'International Movies']",97,
Blood Red Sky,Netflix,Movie,2021-07-23,2021.0,"['Action & Adventure', 'Horror Movies', 'International Movies']",123,
Feels Like Ishq,Netflix,TV Show,2021-07-23,2021.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",,
Kingdom: Ashin of the North,Netflix,Movie,2021-07-23,2021.0,"['Horror Movies', 'International Movies', 'Thrillers']",94,
Masters of the Universe: Revelation,Netflix,TV Show,2021-07-23,2021.0,"['TV Action & Adventure', 'TV Sci-Fi & Fantasy']",,
Revelations: The Masters of the Universe: Revelation Aftershow,Netflix,TV Show,2021-07-23,2021.0,"['Anime Series', 'Stand-Up Comedy & Talk Shows']",,
Sky Rojo,Netflix,TV Show,2021-07-23,2021.0,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Action & Adventure']",,2
The Last Letter From Your Lover,Netflix,Movie,2021-07-23,2021.0,"['Dramas', 'Romantic Movies']",111,
The Movies That Made Us,Netflix,TV Show,2021-07-23,2021.0,['Docuseries'],,2
9to5: The Story of a Movement,Netflix,Movie,2021-07-22,2021.0,['Documentaries'],85,
Chhota Bheem - Dinosaur World,Netflix,Movie,2021-07-22,2015.0,['Children & Family Movies'],65,
Chhota Bheem - Neeli Pahaadi,Netflix,Movie,2021-07-22,2013.0,['Children & Family Movies'],64,
Chhota Bheem & Ganesh,Netflix,Movie,2021-07-22,2009.0,['Children & Family Movies'],68,
Chhota Bheem & Krishna: Mayanagari,Netflix,Movie,2021-07-22,2011.0,['Children & Family Movies'],67,
Chhota Bheem & Krishna: Pataliputra- City of the Dead,Netflix,Movie,2021-07-22,2010.0,['Children & Family Movies'],66,
Chhota Bheem And The Broken Amulet,Netflix,Movie,2021-07-22,2013.0,['Children & Family Movies'],64,
Chhota Bheem And The Crown of Valhalla,Netflix,Movie,2021-07-22,2013.0,['Children & Family Movies'],64,
Chhota Bheem and the Incan Adventure,Netflix,Movie,2021-07-22,2013.0,['Children & Family Movies'],65,
Chhota Bheem and The ShiNobi Secret,Netflix,Movie,2021-07-22,2013.0,['Children & Family Movies'],64,
Chhota Bheem Aur Hanuman,Netflix,Movie,2021-07-22,2012.0,['Children & Family Movies'],68,
Chhota Bheem aur Krishna,Netflix,Movie,2021-07-22,2009.0,['Children & Family Movies'],68,
Chhota Bheem aur Krishna vs Zimbara,Netflix,Movie,2021-07-22,2013.0,['Children & Family Movies'],64,
Chhota Bheem in African Safari,Netflix,Movie,2021-07-22,2015.0,['Children & Family Movies'],62,
Chhota Bheem Ka Roosi Romanch,Netflix,Movie,2021-07-22,2019.0,['Children & Family Movies'],63,
Chhota Bheem: Bheem vs Aliens,Netflix,Movie,2021-07-22,2010.0,"['Children & Family Movies', 'Sports Movies']",69,
Chhota Bheem: Dholakpur to Kathmandu,Netflix,Movie,2021-07-22,2012.0,['Children & Family Movies'],70,
Chhota Bheem: Dus Pe Dus,Netflix,Movie,2021-07-22,2014.0,['Children & Family Movies'],63,
Chhota Bheem: Journey to Petra,Netflix,Movie,2021-07-22,2011.0,['Children & Family Movies'],68,
Chhota Bheem: Master of Shaolin,Netflix,Movie,2021-07-22,2011.0,['Children & Family Movies'],74,
Chhota Bheem: The Rise of Kirmada,Netflix,Movie,2021-07-22,2012.0,['Children & Family Movies'],68,
Chicago Med,Netflix,TV Show,2021-07-22,2019.0,['TV Dramas'],,5
Cousins,Netflix,Movie,2021-07-22,2021.0,['Dramas'],99,
Wannabe Courageous,Netflix,Movie,2021-07-22,2019.0,"['Comedies', 'International Movies']",90,
Words Bubble Up Like Soda Pop,Netflix,Movie,2021-07-22,2021.0,"['Anime Features', 'Children & Family Movies', 'International Movies']",87,
Sanitation Day,Netflix,Movie,2021-07-21,2020.0,"['Dramas', 'International Movies', 'Thrillers']",105,
Sexy Beasts,Netflix,TV Show,2021-07-21,2021.0,"['British TV Shows', 'International TV Shows', 'Reality TV']",,
Too Hot to Handle: Brazil,Netflix,TV Show,2021-07-21,2021.0,"['International TV Shows', 'Reality TV', 'Romantic TV Shows']",,
Trollhunters: Rise of the Titans,Netflix,Movie,2021-07-21,2021.0,['Children & Family Movies'],106,
Milkwater,Netflix,Movie,2021-07-20,2020.0,"['Comedies', 'Dramas', 'Independent Movies']",102,
Okupas,Netflix,TV Show,2021-07-20,2020.0,"['Classic & Cult TV', 'Crime TV Shows', 'International TV Shows']",,
Touch Your Heart,Netflix,TV Show,2021-07-20,2019.0,"['Crime TV Shows', 'International TV Shows', 'Romantic TV Shows']",,
The Tambour of Retribution,Netflix,Movie,2021-07-19,2021.0,"['Dramas', 'International Movies', 'Romantic Movies']",91,
Cosmic Sin,Netflix,Movie,2021-07-17,2021.0,['Action & Adventure'],88,
2 Weeks in Lagos,Netflix,Movie,2021-07-16,2020.0,"['Dramas', 'International Movies', 'Romantic Movies']",107,
Deep,Netflix,Movie,2021-07-16,2021.0,"['Dramas', 'International Movies', 'Thrillers']",101,
Explained,Netflix,TV Show,2021-07-16,2021.0,"['Docuseries', 'Science & Nature TV']",,3
Fear Street Part 3: 1666,Netflix,Movie,2021-07-16,2021.0,"['Horror Movies', 'LGBTQ Movies']",114,
Johnny Test,Netflix,TV Show,2021-07-16,2021.0,"[""Kids' TV"", 'TV Comedies']",,
La ley de Herodes,Netflix,Movie,2021-07-16,1999.0,"['Comedies', 'International Movies']",123,
Naomi Osaka,Netflix,TV Show,2021-07-16,2021.0,['Docuseries'],,
The Beguiled,Netflix,Movie,2021-07-16,2017.0,"['Dramas', 'Independent Movies', 'Thrillers']",94,
The Book of Henry,Netflix,Movie,2021-07-16,2017.0,['Dramas'],105,
The Twilight Saga: Breaking Dawn: Part 1,Netflix,Movie,2021-07-16,2011.0,"['Dramas', 'Romantic Movies']",117,
The Twilight Saga: Breaking Dawn: Part 2,Netflix,Movie,2021-07-16,2012.0,"['Dramas', 'Romantic Movies']",115,
The Twilight Saga: Eclipse,Netflix,Movie,2021-07-16,2010.0,"['Dramas', 'Romantic Movies']",124,
The Twilight Saga: New Moon,Netflix,Movie,2021-07-16,2009.0,"['Dramas', 'Romantic Movies']",131,
Twilight,both,Movie,2021-07-16,2008.0,"['Action & Adventure', 'Dramas', 'Romantic Movies']",122,
A Perfect Fit,Netflix,Movie,2021-07-15,2021.0,"['Comedies', 'Dramas', 'International Movies']",113,
BEASTARS,Netflix,TV Show,2021-07-15,2021.0,"['Anime Series', 'International TV Shows']",,2
Cheech & Chong's Still Smokin,Netflix,Movie,2021-07-15,1983.0,"['Comedies', 'Cult Movies']",91,
Emicida: AmarElo - Live in São Paulo,Netflix,Movie,2021-07-15,2021.0,"['Documentaries', 'International Movies', 'Music & Musicals']",100,
